utilization.gpu [], utilization.memory []
3 , 2 
4 , 1 
3 , 1 
92 , 71 
91 , 69 
54 , 42 
50 , 38 
49 , 38 
56 , 43 
95 , 74 
94 , 73 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
0 , 1 
1 , 1 
0 , 1 
0 , 1 
1 , 1 
0 , 1 
0 , 1 
